Kinase	BRAF_druginhibition_175_GSE42872	BRAF_druginhibition_38_GDS5085	FGFR3_druginhibition_36_GDS5023	ERBB3_knockdown_65_GSE19921	BRAF_knockdown_193_GSE5481	AURKA_druginhibition_196_GSE57810	HUNK_knockout_240_GSE14226	TGFBR2_knockout_293_GSE46211	TGFBR2_knockout_292_GSE46150	TGFBR2_knockout_295_GSE45968	TGFBR2_knockout_296_GSE22989	PDK1_knockout_265_GSE42187	TRIM28_knockout_302_GSE32224	TRIM28_knockout_303_GSE32224	RAF1_activemutant_219_GSE42964	CDK4_knockdown_225_GSE8866	IGF1R_druginhibition_46_GSE14024	IRAK4_defectivemutant_200_GSE6789	RET_knockout_270_GSE32093	GSK3A_knockdown_201_GDS4305	GSK3B_knockdown_202_GDS4305
AURKA	4.854638786028859	4.854638786028859	3.6512395587348836	2.5751857833811163	2.8432450773177282	6.585724746950881	4.258301926912438	2.9457344530078555	5.397064766236994	3.78416938658872	0.652245657352797	2.677749791315721	NA	NA	5.482245659138051	8.056878380752064	NA	5.893658253339625	1.1091651484667626	3.4858788117974644	5.845504469152722
CDK5	4.853026812041011	4.853026812041011	5.8138554687940145	3.753944847018518	5.606964069706483	7.676693988376202	8.330133318927993	3.0157045866297074	10.416207881628985	6.074637246456658	2.480600309145227	5.224544591965604	2.413269067466766	2.631068039326315	10.605654434988423	12.023663220912958	1.055677849556468	13.348066516647707	6.23751680518779	5.491184969253103	15.124305978447937
DMPK1	4.84704021159287	4.84704021159287	NA	NA	NA	NA	NA	NA	1.8339172185581742	NA	NA	NA	NA	NA	4.2871227106825005	NA	NA	NA	NA	NA	NA
EGFR	4.780428898957294	4.780428898957294	7.410459938699324	6.255587225719212	10.267073565579324	1.2983845525047188	6.6818306310123186	6.544831162620463	7.192290848458797	3.038406206834822	6.490264205297932	8.046430641301978	1.2313808640001314	2.5941482322496396	3.465088298998532	6.038265439277728	NA	6.535470122530096	2.7759059313224435	3.9663607239570737	5.081867162357992
ACTR2B	4.719342156704225	4.719342156704225	8.302845700396794	7.024783553271517	1.9408486733343697	4.642416248642349	4.385643041073285	2.757457289816687	4.123584808311376	5.195767100229795	NA	7.151520654176896	2.5159882239641074	NA	4.161434946994839	3.815801338401835	NA	NA	NA	2.1823606472303467	4.321606486002139
NLK	4.691203231516888	4.691203231516888	1.2323257231806042	0.883511661576321	4.34561397029554	2.6304663219912476	0.9341858941127501	1.701351220034523	7.945505406003476	NA	1.1056270920710358	4.160417745514121	NA	1.5600958159234182	5.8714397436183035	1.9045556254844305	NA	2.362303176943232	1.6276113319098737	1.1788046131719754	2.3436278047756693
CHEK2	4.471780036392769	4.471780036392769	5.006313199929366	10.228741342945739	2.3406686940654495	8.854146407663382	6.011072934100018	1.6261964480046118	3.6458638964312007	5.148322705997565	2.6298746594852878	2.2249027037294424	3.4169143730151146	3.5883982463896595	7.675866229935481	4.9356673502151835	2.2384523878066966	15.60848212516424	3.7296286915109556	4.828894251550433	5.888884998139134
AURKB	4.249010001122291	4.249010001122291	0.37172760894401397	4.596237256406084	5.132542801606618	4.09016333278346	6.391410648436588	5.361716578288881	4.265059009794877	1.194433931946833	3.03724866577584	2.3426752299059226	2.863660859691873	0.5964106029341307	3.1382761747963994	6.0251815347103985	1.2153464395028715	4.801075693664385	0.6467169627301423	3.312964142117251	4.748721437591553
CK1DELTA	4.223179416309862	4.223179416309862	NA	0.7515262281200804	0.8339536465169843	4.116501371751176	0.7994691236089833	NA	1.8851627910598237	NA	0.9629376505828905	NA	1.3232046439593153	NA	5.259809264281117	0.5899465678540782	NA	0.7830071413631348	NA	NA	NA
ACVR2B	4.188834501236324	4.188834501236324	4.560717772792553	NA	NA	1.7572235244658863	1.6359013098477522	NA	3.60386997882853	2.020788170510306	1.8318716860675923	3.8186014969520645	2.2418200600022167	NA	3.6409258680452288	1.369732594722797	NA	3.8186014969520645	NA	NA	1.605763768547357
PIKFYVE	4.016896993951809	4.016896993951809	4.2105970547750164	NA	NA	3.97717971595678	3.844043818768599	NA	3.707187168552166	4.26133243780197	4.058304330413824	3.8216859255445432	4.495487143172877	NA	3.7270201051405323	3.544995877861656	NA	3.8216859255445432	NA	NA	3.810697763795732
TRIM33	4.016896993951809	4.016896993951809	NA	3.7784631972550033	NA	NA	3.844043818768599	4.744936871011538	3.707187168552166	NA	NA	3.8216859255445432	NA	NA	3.7270201051405323	NA	NA	NA	NA	4.146802038551336	3.810697763795732
LYK5	4.016896993951809	4.016896993951809	NA	3.7784631972550033	NA	NA	3.844043818768599	4.744936871011538	3.707187168552166	NA	NA	3.8216859255445432	NA	NA	3.7270201051405323	NA	NA	NA	NA	4.146802038551336	3.810697763795732
FOXO3	4.016896993951809	4.016896993951809	4.2105970547750164	NA	NA	3.97717971595678	3.844043818768599	NA	3.707187168552166	4.26133243780197	4.058304330413824	3.8216859255445432	4.495487143172877	NA	3.7270201051405323	3.544995877861656	NA	3.8216859255445432	NA	NA	3.810697763795732
AKT2	3.9561416582683955	3.9561416582683955	1.0018177651118807	0.6786541075225038	0.7581273126276011	3.8510510478011093	0.7248352530761362	3.5192748506174865	1.7257534258799243	2.6445287660459496	NA	1.9062748531031517	NA	NA	3.205968814106263	2.7573470084997407	2.0511006771061093	1.9062748531031517	1.3787084015451463	NA	3.4183334138841106
AMPKA2	3.9329589564743705	3.9329589564743705	NA	NA	NA	3.8579594121150915	3.6082221197966478	2.346777551396328	1.390813194444858	1.8912471189450077	NA	1.4917169616211743	NA	NA	1.408181694603348	1.2506548247387448	NA	1.4917169616211743	2.2689512787020796	1.7855646682338124	1.4819688124519168
PKAALPHA	3.8531786597355553	3.8531786597355553	2.899524619230774	1.9067344241933675	2.1500997724746647	1.2211789398442694	3.295824457719185	4.288573673670639	2.874927723339002	1.632619694663488	2.534000931405858	6.253122052243037	0.744656747527017	NA	0.8984787822720642	7.927561517537743	NA	0.3294614429141298	2.2792385788854608	2.744524328000422	9.801269420336022
GRK5	3.781126766885105	3.781126766885105	1.7680737525496997	NA	NA	1.5566355070121984	NA	NA	1.31914966462206	1.8146604670390405	NA	NA	NA	NA	3.243127794498769	NA	NA	1.4188180483952597	NA	NA	NA
PAK1	3.7171169992327506	3.7171169992327506	1.4930863354616255	2.9647953341924986	2.0577062685149907	1.1637189645762036	3.166169633311541	2.346038216855503	5.4689009791784144	0.5565851889619425	3.8531483180221278	3.097019956070904	1.9328825271939214	2.0830628051502753	2.8100025491031704	4.684169208660336	1.4428901148086049	0.3083813589489643	NA	0.48552344781368	4.440546119879815
EPHA8	3.709955849113776	3.709955849113776	4.075584255575019	1.347232053781984	1.4450320897456514	1.52190515640766	3.3885492447486243	2.230439831032595	3.1378142173976085	1.7788315384036675	1.5944725091771672	5.666598823072362	1.9955967096744203	2.0821115422640584	3.173928045982041	2.845563902468547	NA	3.3473489867605384	2.153154444956792	NA	3.327133538776272
MAPKAPK2	3.6798235045456678	3.6798235045456678	2.373098022475954	0.6053275230735371	0.6814509600377594	3.5765729354273623	3.2361675287406126	3.3225558131534845	0.5587314019826595	2.459855364202341	0.8019312915480613	4.879345116515825	1.1448459733092422	NA	4.550249761750433	3.934926582531125	NA	4.879345116515825	1.2855041656972603	0.8681677952855157	1.7212695777015081
RPS6KB1	3.643019396999567	3.643019396999567	2.348748335065619	4.679868795773637	3.317651604638751	9.663920855496814	3.2005770332447043	1.3428959865015226	1.5419055389797816	2.4352771425955386	0.7912276519905811	1.7161182761732676	1.1328321493140472	NA	2.91014102277615	7.280959892375546	1.936208680073864	3.144490028390997	1.2731031330271463	0.857159970460371	4.79207445001184
ILK	3.641634031291311	3.641634031291311	1.6982424568959278	NA	NA	1.4886482738833453	1.3717257901280202	NA	3.0716157888525237	1.7444791977326282	1.5608726190161584	1.3523014045567476	1.9605384871123008	NA	1.2707817661957046	1.1176528443843379	NA	1.3523014045567476	NA	NA	1.3427783400713906
CK1EPSILON	3.5759572459121363	3.5759572459121363	NA	NA	NA	1.4567571571564044	NA	NA	1.2233069554738267	NA	NA	NA	NA	NA	3.043860951496848	NA	NA	1.321141596015419	NA	NA	NA
TNK2	3.5127425705760893	3.5127425705760893	3.8752626030210116	1.2543234864622477	1.3504485722867832	3.439172337407269	1.3104500319700456	NA	2.9469592304350307	3.971164143457181	1.4976770271259587	3.1539195052328277	1.8944368303399923	NA	1.210724196390134	2.65887441798847	NA	5.37400457204938	NA	NA	3.1339390074576117
CDK8	3.5127425705760893	3.5127425705760893	9.367301324975962	10.31491470306612	8.115404792039584	1.4261354460017688	5.437124662412556	4.9019930021022295	7.412459058469945	6.636042103860132	3.5897310038624193	7.850645491540169	1.8944368303399923	1.980239759422593	5.10815978564722	9.187835307961613	NA	3.1539195052328277	2.0507462601880455	1.5765459582693542	7.808419255974767
CAMK4	3.45182540312904	3.45182540312904	1.6035448327792223	1.2258312214833345	1.3214023509262287	1.396696583436969	3.1348328337017324	4.838025200523311	2.8881535577992263	1.6492598515510175	3.5285763447089193	3.0942592343512954	4.355151621975719	NA	2.9236461225916592	2.601450411287997	NA	NA	2.0191052126531295	1.5464246119821956	3.0743567481101506
LKB1	3.45182540312904	3.45182540312904	NA	1.2258312214833345	NA	3.3784920862387904	3.1348328337017324	2.0956730890071005	NA	1.6492598515510175	NA	3.0942592343512954	NA	NA	NA	2.601450411287997	2.728279676553947	1.2625356687797848	2.0191052126531295	1.5464246119821956	1.2531790883052603
CAMK2D	3.393057093284198	3.393057093284198	3.753511986226641	2.958916396865243	NA	1.368362529459767	1.2539053042698831	4.776209540480998	4.876796343477473	3.848933847724048	NA	1.2349249545017693	1.8330935537916737	NA	4.931835369139066	1.0065711053643027	NA	1.2349249545017693	NA	3.6341021612669584	3.0169210006122813
BARK1	3.337313338809585	3.337313338809585	0.8134489613161442	2.7465981275930966	0.5892030747162188	1.7707812396925382	0.5591291439173427	NA	5.700758771746171	0.8513443086478318	1.8989804219983655	1.5332990316232176	1.033390061324173	NA	1.3945146251209382	2.2034655800814082	NA	0.5448491568357984	NA	0.7666581472322271	1.5169548163433593
PKN1	3.3363029451744635	3.3363029451744635	NA	1.1720798435962394	1.266549596284059	NA	NA	2.0352935960426173	1.11292009613804	NA	1.4115882405298257	1.2083457891721843	1.804015449310277	NA	2.8120261178322763	0.9815470786104349	NA	NA	NA	NA	1.1990990899221412
LRRK2	3.3363029451744635	3.3363029451744635	1.5460937444252056	NA	NA	3.2634423376403263	3.021506058408302	2.0352935960426173	1.11292009613804	1.5914631077442631	1.4115882405298257	2.9812439871162875	1.804015449310277	NA	2.8120261178322763	2.492892011505504	NA	2.9812439871162875	NA	NA	1.1990990899221412
INSR	3.3059149834055765	3.3059149834055765	2.126103976853461	5.959526030079153	1.6177756359887714	3.2055293277581676	4.459037083379732	7.7869967267321805	3.9965437302233204	0.8417950541617871	5.209245954373835	6.15032292244947	2.6104431276123097	2.772808409909649	2.594414027123916	4.957010416339779	NA	1.5146962727388558	2.907160276980635	5.527492726424571	2.7945369623421246
CSNK2A2	3.1930416287416534	3.1930416287416534	3.815230055548832	20.11434822245867	7.1985683975322345	4.456255158041992	23.375190355745378	5.693509274966897	7.67625919870734	3.983891923379379	4.790963907564804	10.26526522791533	3.092316917756535	3.326281450289105	6.231489207570282	19.01335143507097	1.2957635440575055	6.786819859200853	3.5210585084919095	20.111552954316004	14.061340942809519
AURORAA	3.184871393353957	3.184871393353957	7.71187344894029	9.602023004966675	1.5446986693295393	10.903896577631437	12.225082868465782	7.605327717934875	5.4458977176454715	5.772886947463378	5.0411065460451425	7.838391807621056	6.645418401942313	4.698857313719065	7.328065323622394	10.005325738751726	NA	5.943575382212998	2.8206625602339574	7.414254035359837	11.972358226206929
PAK6	3.1271342368860213	3.1271342368860213	3.482451326718954	NA	NA	1.2410058169254752	1.1295802429362365	NA	4.485374232221473	3.5766789801064385	1.3101918473671186	1.1111451376226964	1.6968917399372985	NA	1.034038756203719	0.890492983485314	NA	2.77706323803703	NA	NA	1.1021155445560311
CK1ALPHA	3.070597579001542	3.070597579001542	5.424754471046561	3.9256110285639894	2.760706771487967	6.436084988621718	4.144510946719131	10.090726395416777	3.6916499361888735	3.694899695828525	3.1740804759269285	5.74789516384047	2.4463716623939953	2.6062629637686094	5.339142628923343	7.855274895930712	1.723104299830343	5.74789516384047	4.782519338027523	5.195599270537713	9.528056966431599
ALK	3.031911434713261	3.031911434713261	5.74825278307931	2.608651537009728	2.805564697822392	2.960459914144369	2.723655866646293	1.8758882908848429	4.345082796869422	3.4789354555704812	5.316118370166135	1.0673116684870365	1.6481403436499833	1.731830093791072	4.39887867017163	2.2092132992718083	NA	2.684321109090625	4.23686995925589	NA	2.665037170564643
CHEK1	2.995041818763244	2.995041818763244	3.717820495216788	13.147317552384536	7.630440481867499	6.737940000903785	10.41746804842082	5.974468657212565	3.8842181079724662	6.960746713446553	7.28200943859797	3.326936235375767	6.571227912045374	2.2920634387907617	9.31527038126068	15.333547334174352	0.937650749431259	11.886130093559707	5.6073182160110475	15.507872396076074	10.099299532971571
MAPK9	2.988967069041029	2.988967069041029	5.307907916913344	15.613859357635253	2.6816248546591983	6.292124421609479	11.663229814390029	7.308524157759319	2.2557279479393344	3.6091065986989617	3.0916773759222145	9.395954792704972	0.9208765488664149	6.704553084849576	8.79242989167146	7.661450920237339	NA	9.395954792704972	6.992965343161635	16.574522685759995	5.5602441775289995
MARK2	2.986356146846087	2.986356146846087	5.677535556911583	1.011679174068213	1.1023626371681945	2.9151381476419633	NA	1.8519822725688417	6.371357212019253	5.822529824692543	3.0609858217370154	NA	3.8696531941189205	NA	6.4450402733256	0.8303189360156435	NA	1.046438701223424	NA	1.3178641241080937	1.0375696170994193
PLK3	2.942079677568995	2.942079677568995	1.351130493571073	4.4054063074775565	2.717282725238658	2.871094818703191	6.793562420757512	7.163497451764325	2.3993022448758796	1.3951345105015536	1.2211245230788546	2.596961104676528	1.6021536423553806	1.6853783907660722	2.4332657599747534	5.688653681535444	NA	9.100213324428204	1.7539401004380994	5.427668891536543	2.5778302502892196
IKK-A	2.9361052239765413	2.9361052239765413	10.751806211768624	9.446417309621456	6.157817460892413	6.330551273814823	9.643762581231316	7.86997999491925	5.794246261221052	6.897842934228382	6.49221966969873	6.021346407624887	7.367460427481117	3.499166166273084	5.833546750190629	5.473456832940895	NA	2.7448037595542285	12.133673811924023	3.063803099025114	5.999530193125659
DYRK1A	2.8571171751300324	2.8571171751300324	1.3093430188175847	0.953453490400302	2.633864643978136	4.822266223289006	2.553184058123832	1.7840746553957276	4.087415231991509	1.3530100176368747	2.931046280071105	0.9875808730564133	1.5586608347386235	3.9078266531567136	4.140505839979584	3.659187480949736	NA	2.514461397510562	1.709634085268987	3.090385209924552	0.9788703125868964
RIPK1	2.8163189058404394	2.8163189058404394	3.1645037161001173	0.9351961651870588	1.0237637887212392	1.0940789082155091	2.5134615618335943	NA	2.279730805464174	NA	1.1609624112506987	NA	1.5377755504838737	1.6203059305004721	2.3132424118818604	2.010673840022275	NA	0.9691146238394278	NA	1.2351234753774751	2.455988751513036
PKR	2.8163189058404394	2.8163189058404394	7.932547509764918	2.400745156578677	9.108765230407183	7.039074099501551	6.538686116254199	NA	2.279730805464174	NA	4.984935984601279	2.47489115538684	NA	1.6203059305004721	4.080165569602917	5.442655884823108	NA	8.780817539264913	4.007418395481198	1.2351234753774751	2.455988751513036
PDHK2	2.7863938461182625	2.7863938461182625	2.976111736265022	NA	NA	2.74759323616497	2.617811115331965	NA	2.4849031925570073	3.0259258576428234	2.826883655062654	2.596061762600468	3.2563868682561354	NA	2.504129675589303	2.3281529749475016	NA	2.596061762600468	NA	NA	2.585377728606157
HSPB8	2.7863938461182625	2.7863938461182625	NA	2.5540549755703195	NA	NA	2.617811115331965	NA	NA	NA	NA	2.596061762600468	NA	NA	2.504129675589303	2.3281529749475016	NA	NA	NA	2.9135437263778283	2.585377728606157
CHK1	2.7863938461182625	2.7863938461182625	NA	NA	NA	2.74759323616497	2.617811115331965	NA	NA	NA	NA	NA	NA	NA	2.504129675589303	2.3281529749475016	NA	2.596061762600468	NA	2.9135437263778283	2.585377728606157
CHK2	2.7863938461182625	2.7863938461182625	NA	9.049313351354279	NA	2.74759323616497	5.785075761183795	NA	NA	3.0259258576428234	NA	2.596061762600468	NA	NA	2.504129675589303	5.195297609310396	NA	9.178981603571712	NA	2.9135437263778283	5.719099777366472
PKCIOTA	2.737836011290781	2.737836011290781	7.767679100976047	2.325316493926701	4.402836445357798	9.323438205590278	6.379046590816856	4.078673580454557	2.205353662130828	5.433041480923663	2.811067837383432	2.3988575515539843	1.4975966696838916	1.5796662275070898	2.238565761067605	5.2889223242483006	NA	2.3988575515539843	9.549158296835003	2.969004861750664	4.187559086788619
MAP2K6	2.737836011290781	2.737836011290781	1.2508223725600822	0.9002487632572941	0.9877714565896273	NA	0.9512330826944749	1.7212700562274992	0.8458720003168526	NA	1.1235765216218154	2.3988575515539843	NA	1.5796662275070898	2.238565761067605	1.938958817906106	NA	0.9337520561490151	1.6473553926878468	NA	NA
LCK	2.6948973150391846	2.6948973150391846	1.03016316358778	2.0278863353716488	1.3818991290192848	3.8082021194873046	2.2040363763979074	1.7972766687646917	2.811853520916922	1.0958328316717816	4.127776924703993	4.46468231738788	1.419524325983039	1.5557125563382574	1.091087329551075	2.269594160197302	NA	0.16785358510240989	0.596715758200601	1.895316170081885	2.1137410413805315
PAK3	2.6632061496897017	2.6632061496897017	1.2142975322970315	0.8672368109631805	0.953723217578905	2.5938425419012012	0.9176022806753339	1.6819037412310547	0.8135710169022485	1.2571295404764	NA	0.9003285096916128	NA	1.5409962115598497	2.167727107093313	0.6959717822965686	NA	2.326667932484876	1.6083383650217746	1.1609961745089055	0.8918777542530961
PTK2	2.6632061496897017	2.6632061496897017	1.2142975322970315	0.8672368109631805	0.953723217578905	1.0225529822958384	NA	NA	0.8135710169022485	1.2571295404764	NA	0.9003285096916128	NA	NA	0.8283878911020915	0.6959717822965686	2.2971854958288587	2.326667932484876	NA	NA	NA
RSK-1	2.6572954201762866	2.6572954201762866	2.8462232612603557	2.426163199360076	2.5344255978996197	2.6186764872077877	2.4895584620060305	3.371327351545145	2.357431232413531	2.8958544201862004	2.6976033116285807	2.4679295079141808	3.1255811604382773	3.2164460959556678	2.3765379004560323	2.20175459363762	NA	2.4679295079141808	NA	2.7838988255427566	2.457305633348803
PAK4	2.5921098944319474	2.5921098944319474	NA	NA	NA	2.5232060297688643	NA	NA	0.7830340598305028	NA	NA	NA	NA	NA	3.7483608415596805	NA	NA	2.258002835792087	NA	NA	NA
PRKCI	2.5921098944319474	2.5921098944319474	2.934238265621152	2.185663906881376	4.181863075129606	2.5232060297688643	2.2956662354982513	1.6443444636637798	5.582171186513858	1.222069166675385	2.6644171670908414	2.258002835792087	3.45341109456235	3.625213534813237	3.7483608415596805	1.806676255188255	NA	0.8686791545306174	1.5711273207116914	2.8204945457370836	0.8603307846344377
AURORA-A	2.543939013875206	2.543939013875206	NA	5.1958852882898325	NA	2.505501205387828	2.377045054696823	NA	NA	NA	NA	2.3555360625186705	NA	NA	2.264682844650065	4.739852833198874	NA	2.3555360625186705	NA	2.669997464708027	2.3449721252618057
SGK	2.543939013875206	2.543939013875206	NA	NA	NA	NA	NA	NA	2.245695499434218	NA	NA	NA	NA	NA	2.264682844650065	NA	NA	NA	NA	NA	NA
MAPK10	2.3673146435556744	2.3673146435556744	2.702444405310331	11.99018349807944	3.839733124020853	6.105559025640655	7.727043397373182	3.675367288939906	1.8571180111043173	4.844431629899967	2.4380182373383636	3.659809865401125	1.3078012705947177	3.3829614740497305	5.198782261168195	8.332579027544528	NA	5.538068122271396	5.984997791642951	9.161716657754116	7.572215026824398
CK1-A	2.3521025574587795	2.3521025574587795	NA	NA	NA	NA	NA	NA	2.0570830085376914	NA	NA	NA	NA	NA	2.075833184618817	NA	NA	NA	NA	NA	NA
PKC-Z	2.3521025574587795	2.3521025574587795	2.538673032095771	2.124565598438794	2.231035119000594	2.314025339780236	2.1868862730948986	3.059198134098969	2.0570830085376914	2.587757885841872	2.391867875028023	2.1656158943188606	2.815290760818749	NA	2.075833184618817	1.9045978251591893	NA	NA	2.9791847480342524	NA	2.1551711651219327
STK17A	2.3521025574587795	2.3521025574587795	NA	NA	NA	2.314025339780236	NA	NA	NA	NA	NA	NA	NA	NA	2.075833184618817	NA	NA	2.1656158943188606	NA	NA	NA
ERBB3	2.2808151388817137	2.2808151388817137	1.0283127798048386	0.7018092928476858	2.0704706553886694	0.8467635223327098	0.7485724552439056	NA	1.7766086048368115	1.0691848027941195	4.152555998980616	0.7325060703673824	1.2634470083460623	NA	1.8077642223085593	1.5284466797543765	NA	1.9587263859231465	NA	NA	0.7246565238455217
PKAGAMMA	2.2808151388817137	2.2808151388817137	4.565850564900979	0.7018092928476858	3.707649305028737	0.8467635223327098	1.9949032236004645	3.5799981641695817	1.7766086048368115	2.7017955839074883	0.9085825367123391	3.529295900071319	1.2634470083460623	NA	0.6659169578941635	1.5284466797543765	NA	1.9587263859231465	3.4281054082833062	0.9776008897155267	1.941018209351625
FYN	2.277858856117907	2.277858856117907	1.7212831733806562	0.9349570421086875	5.439598748742477	3.260603314454752	3.91088624625156	2.939491905510742	2.324393321330668	0.28495284987307906	6.403351396868512	5.060889370650366	0.40388784359868984	1.3388192300431578	0.8560084960366372	2.6641840021977035	NA	1.003883043779544	0.5012699635783768	2.6483801479274947	3.763016862144658
JNK3	2.2694987864190272	2.2694987864190272	2.4552877342119355	2.043152016660236	2.1490282797208327	5.054959108730849	2.105117176942283	2.974292272057321	1.976082528157298	2.5041913473273096	2.309084305933104	2.0839654495694413	2.7309959172898535	2.8208825243544764	4.5686648127164045	1.8246514026190337	NA	4.752092333768098	2.894462583585743	2.393931499199495	2.0735799910634682
TP53RK	2.2694987864190272	2.2694987864190272	NA	NA	NA	2.2316010348955575	NA	NA	NA	NA	NA	NA	NA	NA	1.9947148580098946	NA	NA	2.0839654495694413	NA	NA	NA
PDGFRALPHA	2.193857339930092	2.193857339930092	NA	1.9686966428098291	NA	NA	NA	NA	1.9020385768198944	NA	NA	2.0092741168581	NA	NA	1.9205535526739497	4.073551507227877	NA	NA	NA	NA	NA
PLK1	2.1855006855705668	2.1855006855705668	0.47403097127108196	9.1061530535664	5.951797608023126	4.0530638848030485	6.9130933284207225	0.3416659258207834	1.9769639405223456	0.5198529400111128	0.35012088156832316	0.1991162561777825	0.759319887208763	0.2667373092283155	3.8062115248896697	8.133456893750665	0.7511233834400485	3.295098636179825	0.9572992199234689	3.705226589954571	2.34251971093347
CK2A2	2.173260124768136	2.173260124768136	6.55793611047219	4.9837151686400265	5.381757604404152	5.695400047123841	7.215939084234991	5.895694402878982	6.593962158677363	6.748859282265831	10.613059587673622	3.366784134513693	3.0042335061441308	3.171600894808534	4.803256052499159	7.736487470212771	2.020926745043264	3.366784134513693	5.660182514540534	4.220369127089635	9.200596160152134
P70S6K	2.124144282415098	2.124144282415098	2.3083765722148626	NA	NA	2.0866038041460624	1.9614236957722133	NA	1.8339172185581742	2.356918996371148	2.163371796273307	1.940507960315555	2.5822714339795074	NA	1.852315332689398	1.6845795692758705	NA	1.940507960315555	NA	NA	1.9302403764752685
PKCALPHA	2.1130537516050434	2.1130537516050434	1.3447540693304707	2.6652681913598597	1.8404158348804813	3.2686144957663634	1.7441513652739062	2.1739683543052752	3.640120489447304	1.41751470045635	1.1352415666866895	4.085507216433679	NA	0.7059409212439206	5.082679788639436	4.225331220224495	NA	1.698408433542123	2.03908083849034	1.2553207840107024	5.493436160609276
SGK1	2.097821995609165	2.097821995609165	NA	0.6251445517016749	0.7022144718906302	5.534694854445326	3.309246730675226	3.3764301112471453	6.397377194800833	0.9798234137747633	NA	1.7840081062937414	1.1695220198979377	1.2468539691844853	3.0159900467537515	4.029763789095417	NA	0.6545029506372275	NA	2.3145640955282833	3.2249229276509723
BTK	2.049794969332219	2.049794969332219	0.9169950733936322	3.0719278078424006	7.098652582858125	1.9851803760917024	3.2361675287406126	3.3225558131534845	1.5633296496812978	0.9564377861160646	10.20545072457485	4.879345116515825	1.1448459733092422	1.2217363463927289	2.9447925858258004	3.934926582531125	NA	3.1799088457391465	5.450710527095926	2.265187881977121	3.1523594394360783
TAF1	1.9431349164109752	1.9431349164109752	NA	NA	NA	1.9061261993815124	NA	NA	NA	NA	NA	NA	NA	NA	1.675698654891817	NA	NA	1.7623200176780018	NA	NA	NA
PAK2	1.853263562179367	1.853263562179367	2.1678404614849622	6.066601948627484	1.6561484066188854	1.7906304147387075	4.543535307296877	3.0998852553748293	5.753995385203209	2.2525519474578446	1.9192673039168058	8.222467537679403	2.6544645650782193	2.817451180199263	4.145141172649737	6.738392526274552	NA	0.5530212016851965	1.1809281196516004	2.0626394313716347	4.42901079413719
POMK	1.8406419519028783	1.8406419519028783	2.021019922560019	NA	NA	1.8039849759152926	1.6820253371821743	NA	1.5582864413601023	2.068666917246392	1.878983733001518	1.6616919344158128	2.290415161727584	NA	1.576107628934968	1.414097121522945	NA	1.6616919344158128	NA	NA	1.651715147551942
ROR2	1.8406419519028783	1.8406419519028783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.576107628934968	NA	NA	NA	NA	NA	NA
MAST1	1.8406419519028783	1.8406419519028783	2.021019922560019	NA	NA	1.8039849759152926	1.6820253371821743	NA	1.5582864413601023	2.068666917246392	1.878983733001518	1.6616919344158128	2.290415161727584	NA	1.576107628934968	1.414097121522945	NA	1.6616919344158128	NA	NA	1.651715147551942
HIPK4	1.8406419519028783	1.8406419519028783	NA	NA	NA	1.8039849759152926	NA	NA	NA	NA	NA	NA	NA	NA	1.576107628934968	NA	NA	1.6616919344158128	NA	NA	NA
LMTK3	1.8406419519028783	1.8406419519028783	NA	NA	NA	1.8039849759152926	NA	NA	NA	NA	1.878983733001518	NA	2.290415161727584	NA	1.576107628934968	NA	NA	NA	NA	NA	NA
PDK-1	1.7937054599419906	1.7937054599419906	1.9733189679508107	NA	1.6779408407940795	4.113115313639625	1.6359013098477522	NA	3.60386997882853	2.020788170510306	4.2679763128388455	1.6156830627545702	2.2418200600022167	NA	1.53061415085991	1.369732594722797	NA	1.6156830627545702	NA	NA	3.7979120604097703
ROR1	1.7937054599419906	1.7937054599419906	1.9733189679508107	NA	1.6779408407940795	NA	NA	NA	1.5129068726502082	NA	NA	1.6156830627545702	NA	NA	1.53061415085991	NA	NA	3.8186014969520645	NA	NA	NA
LRRK1	1.7937054599419906	1.7937054599419906	1.9733189679508107	NA	1.6779408407940795	NA	NA	NA	1.5129068726502082	NA	1.8318716860675923	1.6156830627545702	NA	NA	1.53061415085991	NA	NA	1.6156830627545702	NA	NA	NA
ULK4	1.7937054599419906	1.7937054599419906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53061415085991	NA	NA	NA	NA	NA	NA
STK40	1.7937054599419906	1.7937054599419906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53061415085991	NA	NA	1.6156830627545702	NA	NA	NA
PKDCC	1.7937054599419906	1.7937054599419906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53061415085991	NA	NA	NA	NA	NA	NA
MINK1	1.7937054599419906	1.7937054599419906	1.9733189679508107	1.5767319856208233	NA	1.7572235244658863	NA	NA	1.5129068726502082	NA	NA	1.6156830627545702	NA	NA	1.53061415085991	1.369732594722797	NA	NA	NA	NA	NA
CDK12	1.7937054599419906	1.7937054599419906	1.9733189679508107	NA	NA	1.7572235244658863	NA	NA	1.5129068726502082	2.020788170510306	1.8318716860675923	NA	2.2418200600022167	NA	1.53061415085991	NA	NA	NA	NA	NA	NA
