Kinase	BRAF_druginhibition_175_GSE42872	BRAF_druginhibition_38_GDS5085	FGFR3_druginhibition_36_GDS5023	ERBB3_knockdown_65_GSE19921	BRAF_knockdown_193_GSE5481	AURKA_druginhibition_196_GSE57810	HUNK_knockout_240_GSE14226	TGFBR2_knockout_293_GSE46211	TGFBR2_knockout_292_GSE46150	TGFBR2_knockout_295_GSE45968	TGFBR2_knockout_296_GSE22989	PDK1_knockout_265_GSE42187	TRIM28_knockout_302_GSE32224	TRIM28_knockout_303_GSE32224	RAF1_activemutant_219_GSE42964	CDK4_knockdown_225_GSE8866	IGF1R_druginhibition_46_GSE14024	IRAK4_defectivemutant_200_GSE6789	RET_knockout_270_GSE32093	GSK3A_knockdown_201_GDS4305	GSK3B_knockdown_202_GDS4305
DNA-PK	5.665113202143707	5.665113202143707	6.048593964057047	2.314009328721132	5.415705583319166	5.586727283322154	8.586585201559858	3.2556538147574647	8.178635701874803	6.14935399871494	5.746925348805756	5.280699254101268	3.010521522995761	3.101141253913721	5.095091841814067	4.739852833198874	NA	11.968050571481445	3.175272250242096	2.669997464708027	5.259126909146772
MAPKAPK5	5.57925046659018	5.57925046659018	NA	1.146686042722013	NA	1.3147329470885811	1.2014950345963362	2.006599444252405	1.0879042037762627	NA	NA	1.1827340882411015	NA	NA	4.767256697634277	2.441500451391101	NA	1.1827340882411015	NA	NA	NA
CK2-A	5.575397986824413	5.575397986824413	11.089986338579381	8.624371689777472	5.121677983528757	20.04717315045827	16.11319534245999	5.68485363660688	14.91358024333297	11.388273467076006	12.68618466856763	13.446186557404939	15.756930246832383	10.441204410810549	12.719814590619475	9.289087269484604	4.583227681180057	6.785799542179635	8.01886035302951	8.294093625821	11.018083329000204
BMPR1B	5.498694047928803	5.498694047928803	3.5857261110444107	1.1222004625825028	NA	1.2893149886284037	NA	NA	2.673092421795384	1.5375650537589431	NA	1.1580315079768666	NA	NA	4.6889415560194925	0.9343208637337281	NA	1.1580315079768666	NA	NA	NA
CK1GAMMA1	5.470295215335765	5.470295215335765	NA	NA	NA	2.4047415516345554	NA	NA	2.1463701537669926	NA	NA	NA	NA	NA	4.90230158493233	NA	NA	2.2555555868459196	NA	NA	NA
CDK9	5.420589230550286	5.420589230550286	11.600562994993506	7.01820539248991	2.948272532651253	7.775539250111575	4.936138339813329	4.547949956337421	9.141078690156187	8.88058323304231	3.25252281014419	7.181772638546803	6.800324819284265	1.8067916297111868	6.824412124219402	6.146882995990435	2.57938952544076	2.8256392860811146	1.876233043745309	3.4151565530830688	2.8061245524920633
CAMKIV	5.293822506707484	5.293822506707484	5.675182226109214	4.827839014846905	2.231035119000594	2.314025339780236	4.955598218638189	6.7385392679147555	4.68936165603573	5.7754514251323315	2.391867875028023	4.912005908588464	6.240140745318586	NA	4.727853135968276	4.375830282545807	NA	NA	2.9791847480342524	5.549322784326804	4.890595416501229
PRKD1	5.284707806542936	5.284707806542936	3.974708263445171	2.870253475982194	1.7161853164388985	1.8521835059641694	6.526333669820848	3.1707765509439327	4.206629895040965	4.110285074144513	5.433423247810406	6.426052099996476	4.749521991299291	1.1513392825322544	6.005737872725952	5.218482985569597	NA	1.6109754226315058	1.214109120641849	3.8058348285582904	6.37690626219824
PKG1CGKI	5.271206380597643	5.271206380597643	1.4185562034690946	1.0536823854711739	1.1454367801361132	3.0071276907919984	2.7694721120570507	4.44375074424587	4.414190465126288	1.4630689862174822	1.286874933314827	4.727580833726267	1.672151831942762	1.7560747095926161	2.5642282889565	2.252681631236667	NA	1.0888678255004143	1.8251633831028733	3.3156006523218298	2.7106228487682094
CDK7	5.1936294153841285	5.1936294153841285	2.189199947639031	8.052713046463316	1.6758215647911487	1.8108079438387676	12.839603911670638	5.379479365524223	9.66921862427014	4.041217927790702	1.9398833357586094	6.3133171531328	2.6769685519359236	4.935338052381084	4.187326835191947	6.802621928564468	1.8468644002365326	4.5096869350032165	NA	10.121632428411882	12.584596189584929
STK11	4.996597313212602	4.996597313212602	NA	0.9722674092246953	NA	2.82826730259006	1.0245053376050535	1.8061067639347694	2.358309163714402	NA	NA	1.0066046108739137	NA	NA	2.392121690602173	NA	NA	1.0066046108739137	NA	1.2753123166585567	0.9978414295457506
RPS6KA1	4.977284295388392	4.977284295388392	3.743444819011353	5.8554946209692655	2.9294908823111827	11.053698605722246	8.085091404429768	13.346843227070243	3.916921379586372	5.858268428388452	5.124002687652819	7.962916235787917	4.5089109489740045	4.764136873360091	7.450736465260502	8.266809531967654	NA	6.045499209454458	1.1390074844954268	9.781861512036377	9.95730492369962
