	AR	ATF2	ATF3	BCL3	BCLAF1	BHLHE40	BRCA1	CBX3	CEBPB	CEBPD	CHD1	CREB1	CTCF	E2F1	E2F4	E2F6	EGR1	ELF1	ERG	ESR1	ETS1	EZH2	FLI1	FOS	FOSL2	FOXA1	FOXA2	FOXM1	FOXP2	GABPA	GATA1	GATA2	HDAC2	HNF4A	IRF1	IRF3	IRF8	KAT2A	KLF4	MAX	MYC	MYOD1	NANOG	NELFE	NFE2L2	NFIC	NFYA	NFYB	NR2C2	NRF1	PBX3	PML	POU5F1	PPARD	PPARG	RAD21	RCOR1	RELA	REST	RFX5	RUNX1	SALL4	SIN3A	SIX5	SMAD4	SMC3	SOX2	SP1	SP2	SPI1	SRF	STAT3	STAT5A	SUZ12	TAF1	TAF7	TCF3	TCF7L2	TP53	TP63	TRIM28	UBTF	USF1	USF2	VDR	YY1	ZBTB33	ZBTB7A	ZC3H11A	ZEB1	ZKSCAN1	ZMIZ1	ZNF384
CHD1	0.018658892128279883	0.08936970837253057	0.002607561929595828	0.02768549280177187	0.05782792665726375	0.03941908713692946	0.1056723293982148	0.00546448087431694	0.03096774193548387	0.06779661016949153	1.0	0.05603230691569914	0.044596912521440824	0.048678720445062586	0.057498057498057496	0.059113300492610835	0.03923278116826504	0.0518468315825144	0.020434227330779056	0.004968944099378882	0.031806615776081425	0.003374578177727784	0.03164556962025317	0.03608660785886127	0.02286401925391095	0.03864734299516908	0.02754237288135593	0.009421265141318977	0.03482587064676617	0.04657428791377983	0.036170212765957444	0.03483309143686502	0.019656019656019656	0.03390742734122713	0.01888888888888889	0.041930379746835444	0.011734028683181226	0.02194787379972565	0.05128205128205128	0.08046437149719776	0.06163194444444445	0.003667481662591687	0.02967848309975268	0.06996381182147166	0.021964612568639415	0.04124860646599777	0.054844606946983544	0.06438928483656918	0.02240325865580448	0.054189245518966235	0.06979341150195421	0.0855614973262032	0.024608501118568233	0.014038876889848811	0.037521815008726006	0.02351683591662213	0.06274509803921569	0.06454630495790459	0.02170460561143462	0.04299226139294927	0.05016181229773463	0.033776867963152504	0.06803130644190247	0.03456495828367104	0.018914473684210526	0.025210084033613446	0.04008746355685131	0.042081101759755164	0.04262086513994911	0.04797047970479705	0.01597444089456869	0.06332046332046332	0.02424942263279446	0.009130434782608696	0.11076750070283947	0.08798646362098139	0.07786589762076424	0.05097706032285471	0.022058823529411766	0.029707955689828803	0.021251475796930343	0.10684798445847499	0.06041986687147977	0.06732673267326733	0.006896551724137931	0.022797927461139896	0.034324942791762014	0.06455266138165346	0.010309278350515464	0.002635046113306983	0.009114583333333334	0.11071682044002838	0.07043343653250773
CREB1	0.03306122448979592	0.18343524180100054	0.027116402116402115	0.029464822609741433	0.05545286506469501	0.03356481481481482	0.18230631552032728	0.00728959575878065	0.027255029201817	0.07799304520615996	0.05603230691569914	1.0	0.06340819022457067	0.07960433349034385	0.0757271815446339	0.09634864546525324	0.04827586206896552	0.12434933487565067	0.014743589743589743	0.009505703422053232	0.029696578437701744	0.002992220227408737	0.08130502330398758	0.09320695102685624	0.011764705882352941	0.019218846869187848	0.019767441860465116	0.010540184453227932	0.02864417568427753	0.13072950290510008	0.03839037927844589	0.04048964218455744	0.015733165512901194	0.0460170146945089	0.029038112522686024	0.0908618899273105	0.008403361344537815	0.017298735861610112	0.060831509846827135	0.12427372498386055	0.07498660953401179	0.01197982345523329	0.033028455284552845	0.03853325046612803	0.04371816638370119	0.02874251497005988	0.14979630209965528	0.15280594996619337	0.02346880366342301	0.09556878306878307	0.12266112266112267	0.09868900218499636	0.017964071856287425	0.016519174041297935	0.048352816153028694	0.042890262751159196	0.05421389847215377	0.03556034482758621	0.045051983057373894	0.08355941399891481	0.06430241621200312	0.020477815699658702	0.09738309738309739	0.08808290155440414	0.027947154471544715	0.047275641025641024	0.042432814710042434	0.09100152516522624	0.10236578707916287	0.08551483420593368	0.049516908212560384	0.0671604938271605	0.018902439024390243	0.011730205278592375	0.15038872691933916	0.05343511450381679	0.06995305164319249	0.056455828541557763	0.017960602549246814	0.041221935958778065	0.011656441717791411	0.06502086230876217	0.09261385380788366	0.08348375451263539	0.011356045424181697	0.03931924882629108	0.05470675209462789	0.0707070707070707	0.016861219195849545	0.010464355788096796	0.008408796895213453	0.06869881710646042	0.06643700787401575
CTCF	0.041666666666666664	0.109717868338558	0.010117145899893504	0.027486256871564217	0.06655844155844155	0.030478955007256895	0.11540188594521779	0.012493210211841391	0.01048767697954903	0.0466278101582015	0.044596912521440824	0.06340819022457067	1.0	0.051036682615629984	0.02554594149155336	0.10160899272647124	0.03849597135183527	0.06626354245401865	0.009958071278825996	0.013605442176870748	0.015183246073298429	0.013039117352056168	0.03710021321961621	0.02891156462585034	0.011764705882352941	0.013768485466598673	0.018446601941747572	0.0021344717182497333	0.015018125323666495	0.07188631930899972	0.04353083434099154	0.04202366381068951	0.025130890052356022	0.055382485289027346	0.018426294820717132	0.02860748843079512	0.007407407407407408	0.008073196986006458	0.057295645530939646	0.0872159090909091	0.03751103265666372	0.010892116182572614	0.027225583405358685	0.0218052738336714	0.054155697630688227	0.028942115768463075	0.06051797040169133	0.08141838351822504	0.02156205079060853	0.06308139534883721	0.04857044436789528	0.07345895879910572	0.015399900645802286	0.016224188790560472	0.03391343150379295	0.4326741996233522	0.07118205349439172	0.03375912408759124	0.049776862341228974	0.028558875219683654	0.06401384083044982	0.018095238095238095	0.04878930249367546	0.04601899196493791	0.03407601572739188	0.5145929339477726	0.046273546273546275	0.035343035343035345	0.058530986993114	0.050445103857566766	0.0166015625	0.045492487479131885	0.022323693556570268	0.061557402277623886	0.08781323623902335	0.042764578833693306	0.065826899634295	0.036371603856266435	0.02889324191968658	0.04719471947194719	0.019437340153452685	0.10977198697068404	0.060324825986078884	0.0505166475315729	0.005955603681645912	0.020752895752895753	0.032418952618453865	0.13644214162348878	0.04139433551198257	0.011783610069630423	0.013851891315929675	0.0458252427184466	0.0648854961832061
E2F1	0.033988316516197555	0.08441558441558442	0.011482254697286013	0.021739130434782608	0.051329622758194186	0.030874785591766724	0.08631352514116698	0.01079913606911447	0.022517911975435005	0.056628914057295136	0.048678720445062586	0.07960433349034385	0.051036682615629984	1.0	0.13034033309196236	0.09203112422860209	0.043478260869565216	0.0647760232033516	0.0121580547112462	0.013052208835341365	0.01812688821752266	0.004599816007359705	0.04083044982698962	0.05815602836879433	0.013513513513513514	0.016299137104506232	0.021834061135371178	0.014957264957264958	0.018756169792694965	0.06377551020408163	0.024676125848241828	0.028462998102466792	0.01678183613030602	0.03011170471102477	0.017304189435336976	0.05935754189944134	0.008264462809917356	0.013948497854077254	0.05323411562678878	0.09025949605114705	0.09884169884169884	0.01089108910891089	0.035739814152966405	0.038204393505253106	0.03021978021978022	0.02717391304347826	0.09164897381457891	0.08241758241758242	0.020338983050847456	0.06352299298519096	0.06976744186046512	0.06663743971942131	0.023853211009174313	0.018783542039355994	0.03425167535368578	0.036256736893679566	0.03666666666666667	0.02843966179861645	0.029482841952634124	0.039735099337748346	0.04527750730282376	0.03773584905660377	0.07516339869281045	0.056768558951965066	0.01768033946251768	0.03942652329749104	0.03961661341853035	0.05898305084745763	0.06239168110918544	0.04961411245865491	0.019434628975265017	0.05063291139240506	0.01683816651075772	0.006387225548902195	0.08239895697522816	0.06294706723891273	0.04953560371517028	0.03604902667627974	0.02445414847161572	0.03551660516605166	0.008522727272727272	0.05131467345207803	0.05923507462686567	0.054556006964596636	0.004319654427645789	0.029488291413703384	0.05348679756262695	0.048247136410968415	0.013388259526261586	0.008394543546694649	0.0198744769874477	0.04934601664684899	0.05392809587217044
E2F4	0.0273972602739726	0.09670398009950248	0.014814814814814815	0.010298661174047374	0.060068259385665526	0.027263875365141188	0.0963108983384962	0.010243277848911651	0.016706443914081145	0.05886681383370125	0.057498057498057496	0.0757271815446339	0.02554594149155336	0.13034033309196236	1.0	0.11798233114847535	0.03923205342237062	0.0749063670411985	0.010676156583629894	0.005834305717619603	0.022485207100591716	0.004250797024442083	0.05112316034082107	0.07772435897435898	0.006688963210702341	0.024691358024691357	0.016898608349900597	0.07352941176470588	0.020761245674740483	0.06861989205859677	0.01815736381977135	0.015099519560741249	0.01261467889908257	0.03296703296703297	0.026455026455026454	0.0890302066772655	0.0048484848484848485	0.016560509554140127	0.04894671623296159	0.09249702262802699	0.07588532883642496	0.0069124423963133645	0.034976152623211444	0.049107142857142856	0.012302284710017574	0.02598752598752599	0.12394797245600613	0.10819009100101112	0.03933136676499508	0.08853288364249579	0.07360959651035986	0.07223264540337711	0.01892744479495268	0.01639344262295082	0.026446280991735537	0.02021772939346812	0.023255813953488372	0.04017467248908297	0.01432225063938619	0.04714640198511166	0.0368066355624676	0.022115384615384617	0.13478260869565217	0.06361474435196195	0.00858704137392662	0.01838831800973499	0.03424178895877009	0.07932875667429443	0.06348208673790069	0.04334916864608076	0.026503567787971458	0.06319702602230483	0.028446389496717725	0.002957329953527672	0.08186976492839773	0.07377706495589414	0.03337783711615487	0.03781174577634755	0.01483679525222552	0.016965584100824042	0.013245033112582781	0.04808988764044944	0.05514157973174367	0.05763141228625712	0.0038461538461538464	0.030723488602576808	0.06661619984859955	0.040942028985507244	0.012091898428053204	0.0036991368680641184	0.0048543689320388345	0.03917790622992935	0.06449221645663454
E2F6	0.051232007806782144	0.17867603983596952	0.014620773682607372	0.022860492379835874	0.06894736842105263	0.05288035450516987	0.21066565809379728	0.012899262899262898	0.011131167268351384	0.0661625708884688	0.059113300492610835	0.09634864546525324	0.10160899272647124	0.09203112422860209	0.11798233114847535	1.0	0.057166995212616166	0.130712432648174	0.009915865384615384	0.008375710439724798	0.01504664459825459	0.008467153284671533	0.04599567099567099	0.05415754923413567	0.01216256303767428	0.016939078751857354	0.018748197288722238	0.010680500457735734	0.01738609112709832	0.12170773152081563	0.04195804195804196	0.038812190674654856	0.024154589371980676	0.07894103489771359	0.025951046888823357	0.056372549019607844	0.00785024154589372	0.010079413561392792	0.07440552288417285	0.3031954421600198	0.06350098342230964	0.007444907683144729	0.03587931503125849	0.020414201183431954	0.042312423124231245	0.027932960893854747	0.14794520547945206	0.19961712495649148	0.028851702250432775	0.16100342075256557	0.0967425912319373	0.14493791786055396	0.01636469900642899	0.01596053395240859	0.046012269938650305	0.06468489892984543	0.06123001896505012	0.040787623066104076	0.04855275443510738	0.048028872848417545	0.08	0.02525832376578645	0.10274669379450661	0.06465196928412187	0.02785289345592212	0.07200390529655845	0.04588358678552701	0.05427189682966147	0.06678517013712544	0.0657007244566575	0.022093023255813953	0.05546623794212219	0.016804245283018868	0.038715166985747715	0.19416941694169418	0.05338078291814947	0.07755644090305445	0.05235457063711911	0.01755900978698906	0.05616689591930307	0.01872770511296076	0.12633783154955794	0.15248756218905474	0.11025504782146653	0.004884004884004884	0.02158894645941278	0.06035182679296346	0.1397712833545108	0.012405446293494705	0.008191747572815534	0.012132241431604488	0.06393400360917763	0.07171964140179299
EGR1	0.0225705329153605	0.06535532994923858	0.015552099533437015	0.022670025188916875	0.04769114307342922	0.03990610328638498	0.0713463751438435	0.008130081300813009	0.011851851851851851	0.038430089942763694	0.03923278116826504	0.04827586206896552	0.03849597135183527	0.043478260869565216	0.03923205342237062	0.057166995212616166	1.0	0.04952581664910432	0.005891016200294551	0.01020408163265306	0.017569546120058566	0.0038809831824062097	0.03937007874015748	0.021720243266724587	0.012413793103448275	0.017783857729138167	0.02031063321385902	0.004754358161648178	0.03318903318903319	0.055983772819472616	0.018168054504163512	0.016291698991466253	0.031791907514450865	0.02849002849002849	0.021683673469387755	0.019524617996604415	0.0045662100456621	0.014516129032258065	0.02488231338264963	0.05947497949138638	0.03748828491096532	0.01002865329512894	0.017969451931716084	0.02663115845539281	0.020287958115183247	0.028930817610062894	0.04019534184823441	0.04746520874751491	0.04716981132075472	0.047309027777777776	0.03806228373702422	0.06542526421741318	0.016518424396442185	0.0098159509202454	0.024832855778414518	0.030355097365406643	0.03595317725752508	0.03441295546558704	0.017386427369601793	0.019516728624535316	0.043304843304843306	0.021714285714285714	0.050697084917617236	0.04046242774566474	0.012623985572587917	0.02696225284601558	0.02421875	0.03746877601998335	0.03254237288135593	0.027166882276843468	0.02696078431372549	0.04128819157720892	0.010484927916120577	0.005471956224350205	0.06498194945848375	0.0427807486631016	0.053475935828877004	0.026556776556776556	0.009422850412249705	0.02009518773135907	0.010796221322537112	0.04543257612373127	0.0625	0.05704225352112676	0.0032679738562091504	0.02591283863368669	0.04289318755256518	0.05914610262436349	0.013657056145675266	0.004672897196261682	0.010736196319018405	0.03131672597864769	0.038524590163934426
ELF1	0.02964254577157803	0.2270081490104773	0.019475357710651828	0.028700906344410877	0.11690952219586581	0.02641232575201761	0.21701576333405312	0.011586096683979225	0.01645123384253819	0.055739880557398806	0.0518468315825144	0.12434933487565067	0.06626354245401865	0.0647760232033516	0.0749063670411985	0.130712432648174	0.04952581664910432	1.0	0.012485368708544674	0.0038535645472061657	0.0243614931237721	0.0018635855385762206	0.12809315866084425	0.05717220130092434	0.009538344143456695	0.018014564967420467	0.0180345969819654	0.007120253164556962	0.018999612252811167	0.34615384615384615	0.024536017615602392	0.026441541892322395	0.010388611004232396	0.06473789745058722	0.020308386611508085	0.06390977443609022	0.007442224833529181	0.01721377101681345	0.05237366003062787	0.15940159917461955	0.06190643686246922	0.00422102839600921	0.02249832102081934	0.017444065225635193	0.030276046304541407	0.025544703230653644	0.14031668696711327	0.17173455727672596	0.05342362678705794	0.11785991212199534	0.0924072984108299	0.14688300597779674	0.013452914798206279	0.02128454070201643	0.02966540186271128	0.042708626018544533	0.043377483443708606	0.03748231966053748	0.037305122494432075	0.03260123541523679	0.0657744874715262	0.012265512265512266	0.16135328562134027	0.15575916230366493	0.015050167224080268	0.04135554279149914	0.029712460063897765	0.0632996632996633	0.10379177377892031	0.12251443232841565	0.049217855780236554	0.08035410282601294	0.022874571101791842	0.005126953125	0.24934782608695652	0.05765271105010295	0.04742202418841502	0.05458970792767733	0.014285714285714285	0.04007581911724885	0.009101251422070534	0.06535947712418301	0.11120689655172414	0.08040519151630263	0.009188973232121454	0.04349456317960255	0.08877374784110535	0.08331377610889462	0.008206330597889801	0.008280757097791799	0.009422850412249705	0.058249370277078084	0.06427854034147974
ERG	0.013923013923013924	0.015063334474495036	0.011673151750972763	0.019464720194647202	0.015368852459016393	0.01859504132231405	0.015239256324291375	0.013392857142857142	0.006944444444444444	0.015046296296296295	0.020434227330779056	0.014743589743589743	0.009958071278825996	0.0121580547112462	0.010676156583629894	0.009915865384615384	0.005891016200294551	0.012485368708544674	1.0	0.0033444816053511705	0.013422818791946308	0.007894736842105263	0.008883248730964468	0.00902061855670103	0.008875739644970414	0.0057306590257879654	0.006550218340611353	0.004166666666666667	0.022151898734177215	0.012368300503893724	0.00847457627118644	0.012141280353200883	0.009433962264150943	0.009292351679771264	0.01240694789081886	0.012531328320802004	0.007547169811320755	0.012875536480686695	0.018001800180018002	0.014358499305233904	0.017094017094017096	0.012987012987012988	0.006802721088435374	0.013404825737265416	0.007778738115816767	0.009501187648456057	0.010633772862611655	0.011914217633042097	0.020618556701030927	0.013547415955845458	0.010775862068965518	0.010550996483001172	0.012437810945273632	0.009389671361502348	0.016442451420029897	0.0071633237822349575	0.011961722488038277	0.0064	0.007087172218284904	0.010043041606886656	0.01913536498936924	0.006024096385542169	0.013621794871794872	0.013212221304706853	0.006896551724137931	0.010711553175210406	0.013245033112582781	0.009467455621301775	0.008928571428571428	0.02049530315969257	0.006787330316742082	0.010477299185098952	0.013404825737265416	0.006666666666666667	0.012055277859453102	0.01303780964797914	0.01440329218106996	0.011111111111111112	0.006507592190889371	0.008535784635587657	0.02005730659025788	0.01549053356282272	0.01034928848641656	0.013723696248856358	0.0091324200913242	0.01702127659574468	0.020481927710843374	0.010936132983377077	0.007326007326007326	0.00398406374501992	0.007575757575757576	0.017341040462427744	0.019836639439906652
ESR1	0.0196078431372549	0.004728132387706856	0.0037174721189591076	0.009411764705882352	0.003006012024048096	0.010040160642570281	0.005719446116797111	0.00423728813559322	0.030927835051546393	0.014874141876430207	0.004968944099378882	0.009505703422053232	0.013605442176870748	0.013052208835341365	0.005834305717619603	0.008375710439724798	0.01020408163265306	0.0038535645472061657	0.0033444816053511705	1.0	0.009708737864077669	0.005115089514066497	0.004993757802746567	0.011479591836734694	0.008620689655172414	0.014044943820224719	0.015086206896551725	0.004	0.0030120481927710845	0.0018050541516245488	0.024494142705005325	0.01868131868131868	0.009146341463414634	0.01282051282051282	0.007228915662650603	0.012376237623762377	0.0036231884057971015	0.004081632653061225	0.015124555160142349	0.008249312557286892	0.012587412587412588	0.0189873417721519	0.013513513513513514	0.01837270341207349	0.01730103806228374	0.013986013986013986	0.00973338975878121	0.009483667017913594	0.00597609561752988	0.006944444444444444	0.011420413990007138	0.0052173913043478265	0.012135922330097087	0.023255813953488372	0.017699115044247787	0.009265858873841768	0.009433962264150943	0.009478672985781991	0.011307420494699646	0.00847457627118644	0.014005602240896359	0.03232323232323232	0.0071090047393364926	0.006509357200976403	0.020689655172413793	0.01603053435114504	0.01978021978021978	0.00935672514619883	0.00974313551815766	0.011754827875734676	0.00663716814159292	0.015028901734104046	0.0051813471502590676	0.01901565995525727	0.00641399416909621	0.00639386189258312	0.018404907975460124	0.015130674002751032	0.010660980810234541	0.017105263157894738	0.025210084033613446	0.014823261117445839	0.012234385061171926	0.012681159420289856	0.004347826086956522	0.012448132780082987	0.00351288056206089	0.011328976034858388	0.007067137809187279	0.011583011583011582	0.01098901098901099	0.008514664143803218	0.014925373134328358
ETS1	0.0056315366049879325	0.03296321998612075	0.022556390977443608	0.04866180048661801	0.043704474505723206	0.032719836400818	0.02956575300277179	0.012711864406779662	0.027210884353741496	0.03733955659276546	0.031806615776081425	0.029696578437701744	0.015183246073298429	0.01812688821752266	0.022485207100591716	0.01504664459825459	0.017569546120058566	0.0243614931237721	0.013422818791946308	0.009708737864077669	1.0	0.0025380710659898475	0.037275064267352186	0.02053915275994865	0.014367816091954023	0.008333333333333333	0.01284796573875803	0.012	0.027607361963190184	0.031569173630454965	0.016877637130801686	0.008686210640608035	0.0121580547112462	0.01859799713876967	0.021897810218978103	0.006134969325153374	0.02952029520295203	0.029045643153526972	0.020535714285714286	0.029453015427769985	0.025423728813559324	0.006211180124223602	0.010752688172043012	0.04838709677419355	0.010291595197255575	0.045454545454545456	0.01272264631043257	0.015360169491525424	0.024242424242424242	0.01195219123505976	0.03728070175438596	0.027218934911242602	0.014527845036319613	0.011441647597254004	0.01914580265095729	0.0063875088715401	0.030012004801920768	0.0372168284789644	0.004204625087596356	0.014164305949008499	0.024734982332155476	0.019880715705765408	0.044153720359771054	0.059880239520958084	0.0040595399188092015	0.009848484848484848	0.0175054704595186	0.01288056206088993	0.010619469026548672	0.02374893977947413	0.02466367713004484	0.028037383177570093	0.034482758620689655	0.0005485463521667581	0.0267538644470868	0.045033112582781455	0.033126293995859216	0.017881705639614855	0.002105263157894737	0.008469055374592834	0.00546448087431694	0.015384615384615385	0.028086218158066622	0.034164358264081256	0.017467248908296942	0.016597510373443983	0.05788177339901478	0.019306713470820535	0.01773049645390071	0.0038022813688212928	0.018315018315018316	0.03188405797101449	0.03263403263403263
EZH2	0.01992337164750958	0.0013097576948264572	0.002840909090909091	0.0019569471624266144	0.0027752081406105457	0.005145797598627788	0.0026354319180087846	0.003134796238244514	0.002617801047120419	0.004140786749482402	0.003374578177727784	0.002992220227408737	0.013039117352056168	0.004599816007359705	0.004250797024442083	0.008467153284671533	0.0038809831824062097	0.0018635855385762206	0.007894736842105263	0.005115089514066497	0.0025380710659898475	1.0	0.002257336343115124	0.002288329519450801	0.0023094688221709007	0.004524886877828055	0.007272727272727273	0.003003003003003003	0.004830917874396135	0.0004344048653344917	0.015549076773566569	0.01	0.0072992700729927005	0.006688963210702341	0.006024096385542169	0.002224694104560623	0.002785515320334262	0.0061162079510703364	0.023411371237458192	0.0017551557700745941	0.002484472049689441	0.007462686567164179	0.015853658536585366	0.0042643923240938165	0.009623095429029671	0.0019342359767891683	0.003658536585365854	0.004361210877373012	0.0017035775127768314	0.0014218009478672985	0.004016064257028112	0.0011019283746556473	0.018329938900203666	0.0057692307692307696	0.005201560468140442	0.012837837837837839	0.0053533190578158455	0.005571030640668524	0.03983516483516483	0.001256281407035176	0.008563899868247694	0.013651877133105802	0.0014749262536873156	0.00303951367781155	0.016049382716049384	0.01653486700215672	0.020181634712411706	0.00211864406779661	0.003281378178835111	0.0046801872074883	0.0037313432835820895	0.0010416666666666667	0.00641025641025641	0.12389380530973451	0.00141643059490085	0.002304147465437788	0.0037209302325581397	0.007361963190184049	0.016423357664233577	0.01054590570719603	0.02745995423340961	0.006482982171799027	0.004857316332726169	0.0016680567139282735	0.003194888178913738	0.0035149384885764497	0.0021321961620469083	0.009659806803863923	0.00821917808219178	0.0029069767441860465	0.002793296089385475	0.004370629370629371	0.0031120331950207467
FLI1	0.0163265306122449	0.0901665095821552	0.018641810918774968	0.024390243902439025	0.07240143369175628	0.018367346938775512	0.07120915945266686	0.008264462809917356	0.0076045627376425855	0.035982008995502246	0.03164556962025317	0.08130502330398758	0.03710021321961621	0.04083044982698962	0.05112316034082107	0.04599567099567099	0.03937007874015748	0.12809315866084425	0.008883248730964468	0.004993757802746567	0.037275064267352186	0.002257336343115124	1.0	0.02711323763955343	0.004750593824228029	0.009433962264150943	0.008350730688935281	0.009472259810554804	0.00975609756097561	0.17532467532467533	0.013917884481558803	0.024495677233429394	0.012254901960784314	0.031199569661108123	0.018973214285714284	0.028191072826938137	0.010471204188481676	0.030598052851182198	0.035443037974683546	0.07584830339321358	0.06184668989547038	0.00245398773006135	0.0163265306122449	0.023174971031286212	0.019524100061012812	0.024229074889867842	0.04573502722323049	0.04973313925278991	0.026694045174537988	0.05252188411838266	0.035752979414951244	0.06650717703349282	0.009966777408637873	0.007543103448275862	0.027753686036426712	0.02247191011235955	0.02972560975609756	0.02254283137962128	0.01850872554204125	0.021114864864864864	0.04238197424892704	0.010040160642570281	0.102803738317757	0.05803298717165547	0.006519967400162999	0.021252796420581657	0.017155110793423873	0.0256797583081571	0.05415860735009671	0.0932475884244373	0.03598691384950927	0.038577912254160365	0.026744186046511628	0.0012964563526361278	0.08672907488986784	0.04653061224489796	0.024742268041237112	0.031799163179916316	0.008324661810613945	0.016940707523667164	0.004667444574095682	0.028946178199909543	0.04236006051437216	0.04333764553686934	0.006934812760055479	0.03801478352692714	0.049689440993788817	0.03225806451612903	0.012987012987012988	0.003978779840848806	0.00784313725490196	0.039973351099267154	0.04628224582701062
FOS	0.02244536326048435	0.06926406926406926	0.027285129604365622	0.025871766029246346	0.028413028413028413	0.04118268215417107	0.0702490904002239	0.006993006993006993	0.030263157894736843	0.04820198928844682	0.03608660785886127	0.09320695102685624	0.02891156462585034	0.05815602836879433	0.07772435897435898	0.05415754923413567	0.021720243266724587	0.05717220130092434	0.00902061855670103	0.011479591836734694	0.02053915275994865	0.002288329519450801	0.02711323763955343	1.0	0.04773869346733668	0.02551640340218712	0.023605150214592276	0.03818953323903819	0.0161892901618929	0.04686289697908598	0.03140613847251963	0.03296703296703297	0.011180124223602485	0.03588907014681892	0.029714285714285714	0.4203056768558952	0.006622516556291391	0.011095700416088766	0.03902751119641715	0.062153602533650036	0.04865334491746308	0.010037641154328732	0.03613445378151261	0.04939759036144578	0.027244582043343655	0.039637599093997736	0.24199134199134198	0.15590677739083847	0.014373716632443531	0.03628865979381443	0.25	0.04921911973497397	0.013513513513513514	0.017640573318632856	0.029850746268656716	0.025377969762419007	0.03557617942768755	0.04178272980501393	0.01700318809776833	0.11348837209302326	0.037614185921547555	0.017400204708290685	0.06934306569343066	0.04878048780487805	0.01662510390689942	0.024280067758328628	0.04673590504451038	0.3313550939663699	0.2932270916334661	0.04197530864197531	0.022900763358778626	0.08532695374800638	0.027122641509433963	0.004357298474945534	0.06495263870094722	0.03927986906710311	0.04301833568406206	0.04896907216494845	0.018085106382978722	0.025265285497726123	0.010714285714285714	0.04865616311399444	0.07647983237297014	0.07884097035040431	0.007052186177715092	0.028601694915254237	0.02681992337164751	0.044709388971684055	0.00392156862745098	0.019151846785225718	0.00796812749003984	0.0494579945799458	0.035606060606060606
FOSL2	0.00703125	0.01583024587403166	0.0032258064516129032	0.021739130434782608	0.017578125	0.020637898686679174	0.010457125784284434	0.007246376811594203	0.03333333333333333	0.02654867256637168	0.02286401925391095	0.011764705882352941	0.011764705882352941	0.013513513513513514	0.006688963210702341	0.01216256303767428	0.012413793103448275	0.009538344143456695	0.008875739644970414	0.008620689655172414	0.014367816091954023	0.0023094688221709007	0.004750593824228029	0.04773869346733668	1.0	0.033419023136246784	0.038539553752535496	0.010380622837370242	0.024657534246575342	0.008024966562639322	0.015182186234817813	0.02109704641350211	0.019178082191780823	0.014563106796116505	0.015486725663716814	0.011778563015312132	0.01597444089456869	0.014134275618374558	0.01984469370146678	0.014486192847442281	0.013245033112582781	0.011142061281337047	0.014102564102564103	0.019002375296912115	0.00995850622406639	0.04157549234135667	0.013361169102296452	0.013078733978550876	0.009242144177449169	0.007295719844357977	0.0125	0.013706453455168474	0.011037527593818985	0.008385744234800839	0.015277777777777777	0.014623955431754874	0.02164009111617312	0.016442451420029897	0.004092769440654843	0.0107095046854083	0.019164955509924708	0.01845018450184502	0.01386748844375963	0.012678288431061807	0.014285714285714285	0.012546125461254613	0.011482254697286013	0.021468926553672316	0.016351118760757316	0.019639934533551555	0.010183299389002037	0.0384180790960452	0.01179245283018868	0.007027027027027027	0.01070601851851852	0.00975609756097561	0.02167487684729064	0.02230971128608924	0.013779527559055118	0.01211734693877551	0.007425742574257425	0.010543840177580466	0.015103838892385148	0.01755926251097454	0.0036900369003690036	0.009541984732824428	0.007856341189674524	0.025618758141554496	0.009287925696594427	0.013377926421404682	0.009554140127388535	0.017463235294117647	0.009825327510917031
FOXA1	0.018823529411764704	0.020917678812415654	0.006269592476489028	0.01694915254237288	0.012512030798845043	0.033582089552238806	0.02446390818483842	0.006993006993006993	0.02631578947368421	0.0262582056892779	0.03864734299516908	0.019218846869187848	0.013768485466598673	0.016299137104506232	0.024691358024691357	0.016939078751857354	0.017783857729138167	0.018014564967420467	0.0057306590257879654	0.014044943820224719	0.008333333333333333	0.004524886877828055	0.009433962264150943	0.02551640340218712	0.033419023136246784	1.0	0.20833333333333334	0.013422818791946308	0.10982658959537572	0.015198927134555208	0.024266936299292215	0.020876826722338204	0.024128686327077747	0.01867219917012448	0.012958963282937365	0.01995305164319249	0.006134969325153374	0.006779661016949152	0.019674935842600515	0.022252497729336965	0.014397905759162303	0.008108108108108109	0.024296675191815855	0.023310023310023312	0.018257261410788383	0.04741379310344827	0.023949579831932775	0.02103602419142782	0.007246376811594203	0.01462701121404193	0.03162333099086437	0.02058319039451115	0.01079913606911447	0.008213552361396304	0.02066115702479339	0.011724137931034483	0.024858757062146894	0.022222222222222223	0.010224948875255624	0.01593625498007968	0.019727891156462583	0.01444043321299639	0.029503105590062112	0.01178318931657502	0.014102564102564103	0.015429831006612785	0.029442691903259727	0.035107587768969425	0.02144082332761578	0.01700404858299595	0.022222222222222223	0.02765486725663717	0.023310023310023312	0.005907626208378088	0.018018018018018018	0.029484029484029485	0.02346041055718475	0.024675324675324677	0.015473887814313346	0.013968253968253968	0.009685230024213076	0.020624303232998884	0.02011313639220616	0.024539877300613498	0.007142857142857143	0.01125703564727955	0.0167973124300112	0.023737591713422528	0.005988023952095809	0.012944983818770227	0.015527950310559006	0.02102376599634369	0.024096385542168676
